"event_title","event_id","event_subtitle","event_type","event_desc","event_loc","event_start","event_end","exp_attendance","exp_participants","event_host","event_url","event_address","latitude","longitude"
"2016 Hillcrest Farmers' Market (Sundays_","47409","","FARMERS","This farmer's market in Hillcrest offers an array of groceries and goodies. Featured items include fresh fruits and vegetables, meat, seafood, dairy products, dry goods, prepared foods, and specialty treats. There are also art & craft items, jewelry, and clothing. Come and shop!","DMV parking lot (3690 Normal St.) ~ Normal Street between Lilncoln Ave. & University Ave.","2016-10-23 09:00:00","2016-10-23 15:00:00","2,000","400","Hillcrest Business Association","www.hillcrestfarmersmarket.com","3960 Normal Street","32.7503250573","-117.149186273"
"San Diego Triathlon Challenge","48247","","ATHLETIC","The triathlon is comprised of a 1-mile swim, 44-mile cycle, and a 10-mile run. There is also a
course for wheelchair athletes and another for kids.Afun expo accompanies the event with a
Spinathon, food, and a silent auction. Proceeds benefit the Challenged Athletes Foundation.","Swim (La Jolla Shores) ~ Bike (La Jolla Shores - Torrey Pines - Carmel Valley - Torrey Pines - La Jolla Shores) ~ Run (La Jolla Shores - Torrey Pines. - La Jolla Shores) ~ Wheelie Run (La Jolla
Shores - Torrey Pines - La Jolla Shores)","2016-10-23 07:00:00","2016-10-23 17:00:00","2,000","200","Challenged Athletes Foundation","www.challengedathletes.org","1146 Coast Blvd","32.8502616657","-117.272661665"
"Bike MS Bay to Bay Tour (2-Day Event)","48469","","ATHLETIC","This event provides scenic and challenging bike rides for experienced and novice cyclists. You can choose the big venture of a 2-day, 100-mile or 150-mile bike rides or a less challenging ride of 25-miles. The event is fully supported with rest stops, bike mechanics, meals, and support vehicles. ","Day 1 (Irvine - Carlsbad) ~ Day 2 (Carlsbad - West Mission Bay at Hospitality Point)","2016-10-23 07:00:00","2016-10-23 17:00:00","2,200","400","National Multiple Sclerosis Society","www.biketofinishms.com","","NaN","NaN"
"The Haunted Trail of Balboa Park (38-Day Event)","48227","","FESTIVAL","A haunted forest in the darkness of night is beckoning you to come and walk upon its trail.
Are you ready to walk amid eerie sounds and lurking shadows where eyes glow in the dark and
creepy fingers reach out for you? Hang onto the rope! You don't want to get lost in this forest!","Balboa Park - Marston Point and along Balboa Dr. near Juniper St.
","2016-10-22 19:00:00","2016-10-22 00:00:00","25,000","60","The Haunted Trail San Diego LLC.","www.hauntedtrail.net","2174 8th Dr","32.7276935011","-117.157928041"
"The Haunted Hotel (39-Day Event)","48330","","FESTIVAL","The creaky door to the haunted hotel is opening and something is beckoning for you to go inside. Do you dare to step into darkened hallways where eerie sounds abound and creepy creatures slither about, and the undead reach out to touch you? The haunted hotel is waiting. Do you dare to go inside? ","Broker's Building basement at 424 Market Street in downtown San Diego","2016-10-22 18:00:00","2016-10-22 01:00:00","25,000","40","The Haunted Hotel San Diego, LLC.","www.hauntedhotel.com","424 Market St","32.7117135866","-117.160673936"
"Ye Scallywag!","48487","","FESTIVAL","This year marks the debut of Ye Scallywag!, a day-long music, craft beer, wine and food festival at Waterfront Park. The festival will feature over 100 craft breweries and artisan wineries, along with a full day of music.","Waterfront Park at the Embarcadero","2016-10-22 11:00:00","2016-10-22 19:00:00","8,500","800","Synergy Global Entertainment","www.scallywagsd.com","","NaN","NaN"
"Old Town Artisan's Market","48036","","FARMERS","A weekend open air market offering an array of interesting art, jewelery, pottery, clothing, gift
items and more by local artists.","Harney Street between San Diego Avenue and Congress Street","2016-10-22 10:00:00","2016-10-22 16:30:00","1,000","100","Old Town San Diego Chamber of Commerce","","San Diego Ave & Harney St","32.7527798284","-117.19490439"
"Golden Hill Certified Farmer's Market","47825","","FARMERS","This farmer's market in Golden Hill offers an array of groceries and goodies. Featured items include fresh fruits and vegetables, flowers, bakery, cheese, sauces, dry goods, prepared foods, and specialty treats. There are also gift items and craft creations. Come and shop!","B Street between 27th St. & 28th St.","2016-10-22 09:30:00","2016-10-22 13:30:00","500","50","Brian's Farmer Markets","www.briansfarmermarkets.com","B St & 27th St","32.717914557","-117.136062254"
"City Heights Farmer's Market (Every Saturday)","47468","","FARMERS","This farmer's market in City Heights offers an array of groceries and goodies. Featured items include fresh fruits and vegetables, bakery, dry goods, prepared foods, and specialty treats. There are also imported items from Latin America, East Africa, and Southwest Asia. Come and shop!","Wightman Street between 43rd St. & Fairmont Ave.","2016-10-22 09:00:00","2016-10-22 13:00:00","500","100","San Diego County Farm Bureau","www.sdfarmbureau.org","Wightman Street & Fairmont Ave.","32.7477470272","-117.100901315"
"The Mercato: Little Italy's Farmers Market (Sat.)","47356","","FARMERS","The Little Italy Mercato is a Certified Farmers' Market filled with fruits and vegetables, herbs, flowers, eggs, cheese, pastured chicken and meat from more than forty California farmers. The Mercato also offers artisan foods and specialty items of all shapes and sizes.
","West Cedar Street between Front Street and Kettner Boulevard","2016-10-22 08:00:00","2016-10-22 14:00:00","1,500","400","Little Italy Association of San Diego","www.littleitalymercato.com","Front St & W Cedar St","32.7219541989","-117.164767717"
"Bike MS Bay to Bay Tour (2-Day Event)","48468","","ATHLETIC","This event provides scenic and challenging bike rides for experienced and novice cyclists. You can choose the big venture of a 2-day, 100-mile or 150-mile bike rides or a less challenging ride of 25-miles. The event is fully supported with rest stops, bike mechanics, meals, and support vehicles. ","Day 1 (Irvine - Carlsbad) ~ Day 2 (Carlsbad - West Mission Bay at Hospitality Point)","2016-10-22 07:00:00","2016-10-22 17:00:00","2,200","400","National Multiple Sclerosis Society","www.biketofinishms.com","","NaN","NaN"
"Fit Foodie 5K and 10 K Race","48289","","ATHLETIC","Where food meets fitness, and healthy meets delicious – the tastiest race comes to San Diego! Cross the most delicious finish line ever and indulge in an unforgettable day filled with food, fitness and fun!","South Embarcadero Park - bayfront boardwalk - Marina Park Way - Convention Center Way - Park Boulevard - Harbor Drive","2016-10-22 06:00:00","2016-10-22 13:00:00","2,500","250","American Diabetes Association","www.fitfoodierun.com","Marina Park Way","32.7048923","-117.1639965"
"The Haunted Trail of Balboa Park (38-Day Event)","48226","","FESTIVAL","A haunted forest in the darkness of night is beckoning you to come and walk upon its trail.
Are you ready to walk amid eerie sounds and lurking shadows where eyes glow in the dark and
creepy fingers reach out for you? Hang onto the rope! You don't want to get lost in this forest!","Balboa Park - Marston Point and along Balboa Dr. near Juniper St.
","2016-10-21 19:00:00","2016-10-21 00:00:00","25,000","60","The Haunted Trail San Diego LLC.","www.hauntedtrail.net","2174 8th Dr","32.7276935011","-117.157928041"
"The Haunted Hotel (39-Day Event)","48329","","FESTIVAL","The creaky door to the haunted hotel is opening and something is beckoning for you to go inside. Do you dare to step into darkened hallways where eerie sounds abound and creepy creatures slither about, and the undead reach out to touch you? The haunted hotel is waiting. Do you dare to go inside? ","Broker's Building basement at 424 Market Street in downtown San Diego","2016-10-21 18:00:00","2016-10-21 01:00:00","25,000","40","The Haunted Hotel San Diego, LLC.","www.hauntedhotel.com","424 Market St","32.7117135866","-117.160673936"
"Rancho Penasquitos Recreation Council Oktoberfest","48453","","FESTIVAL","Come hungry for a feast of German foods (bratwurst sausage, red cabbage, sauerkraut, potato salad, coleslaw, roll, apple strudel) and spirits from the Biergarten. Then, get ready for exciting fun by learning Bavarian folk dances and instruction in yodeling. It's a load of fun!","Hilltop Community Park at 9711 Ovledo Way","2016-10-21 18:00:00","2016-10-21 22:00:00","300","50","Rancho Penasquitos Recreation Council","","","NaN","NaN"
"The BLVD Monthly Market","47710","","FARMERS","The BLVD Market showcases San Diego local chefs, food vendors and musicians at its monthly pop-up prepared foods outdoor market and spirits garden. ","2855 El Cajon Boulevard parking lot and on Utah Street between El Cajon Boulevard and Howard Street","2016-10-21 18:00:00","2016-10-21 22:00:00","300","30","The El Cajon Boulevard BIA","www.theboulevard.org.","2855 El Cajon Boulevard","32.7547649818","-117.132354689"
"The Haunted Trail of Balboa Park (38-Day Event)","48225","","FESTIVAL","A haunted forest in the darkness of night is beckoning you to come and walk upon its trail.
Are you ready to walk amid eerie sounds and lurking shadows where eyes glow in the dark and
creepy fingers reach out for you? Hang onto the rope! You don't want to get lost in this forest!","Balboa Park - Marston Point and along Balboa Dr. near Juniper St.
","2016-10-20 19:00:00","2016-10-20 00:00:00","25,000","60","The Haunted Trail San Diego LLC.","www.hauntedtrail.net","2174 8th Dr","32.7276935011","-117.157928041"
"The Haunted Hotel (39-Day Event)","48352","","FESTIVAL","The creaky door to the haunted hotel is opening and something is beckoning for you to go inside. Do you dare to step into darkened hallways where eerie sounds abound and creepy creatures slither about, and the undead reach out to touch you? The haunted hotel is waiting. Do you dare to go inside? ","Broker's Building basement at 424 Market Street in downtown San Diego.","2016-10-20 19:00:00","2016-10-20 23:00:00","25,000","40","The Haunted Hotel San Diego, LLC.","www.hauntedhotel.com","424 Market St","32.7117135866","-117.160673936"
"2016 EVA Awards at the UN-Gala","48466","","FESTIVAL","The East Village Association is celebrating the unique vibe that defines San Diego’s largest urban neighborhood. The second annual 2016 EVA Awards showcases the community with comedian/emcee Mal Hall, awards, live entertainment, a silent auction and raffle, food sampling, beverages, and more.","Fault LIne Park at 1433 Island Avenue","2016-10-20 17:00:00","2016-10-20 21:00:00","300","50","East Village Association","www.eastvillagesandiego.com","","NaN","NaN"
"North Park Farmer's Market","47931","","FARMERS","This farmer's market in North Park offers locally grown vegetables, fruits, fresh flowers, eggs,
artisan products, and craft vendors providing North Park residents and visitors with healthy
foods in a family oriented community gathering place. ","North Park Way between Granada Avenue and 30th Street","2016-10-20 15:00:00","2016-10-20 20:00:00","900","70","North Park Main Street","","Granada Ave & N Park Way","32.7473727523","-117.131889699"
"UTC Farmer's Market (Every Thursday)","47877","","FARMERS","This farmer's market in University City offers an array of groceries and goodies. Featured items
include fresh fruits and vegetables, flowers, bakery, cheese, sauces, dry goods, prepared
foods, and specialty treats. There are also gift items and craft creations. Come and shop!","Southbound Regents Road south of Porte de Merano to the dead end of Regents Road","2016-10-20 15:00:00","2016-10-20 19:00:00","250","40","Brian's Farmers' Market","www.briansfarmersmarket.com","7397 Regents Rd","32.857293971","-117.219793012"
"Disability Awareness Day","48489","","EXHIBITS","Join Councilmember Kersey and the City’s Therapeutic Recreation Services to discover new resources for individuals with disabilities. You can try to traverse obstacles using a wheelchair, navigate with vision-loss goggles, and view the latest technological resources! Free and open to the public.","Civic Center Plaza at 1200 3rd Avenue","2016-10-20 11:30:00","2016-10-20 13:30:00","500","50","The City’s Therapeutic Recreation Services ","","1200 3rd Avenue","32.718291417","-117.162318539"
